#time	T_air	Pvap Vit_Vent wind dir	Nebulo	Ray3	P_atm	rain
T       TAIR    PVAP    WINDD   WINDS   CLDC    RAY3    PATM    RAINI
s	degC	hPa	degree	m/s	octa	W/m2	mbar	mm
9198000	20	10	0	4.122	5	160	1012.2562	0
9201600	20	10	0	5.00	5	160	1012.2563	0
9205200	20	10	0	5.00	5	160	1012.2564	0
9208800	20	10	0	4.9840	5	160	1012.2565	0
9212400	20	10	0	4.9920	5	160	1012.2566	0
9216000	20	10	0	3.50	5	160	1012.2567	0
9219600	20	10	0	3.30	5	160	1012.2568	0
9223200	20	10	0	3.00	5	160	1012.2569	0
9226800	20	10	0	3.00	5	160	1012.2570	0
9230400	20	10	0	2.60	5	160	1012.2571	0
9234000	20	10	0	2.90	5	160	1012.2572	0
9237600	20	10	0	2.50	5	160	1012.2573	0
9241200	20	10	0	2.50	5	160	1012.2574	0
9244800	20	10	0	3.112	5	160	1012.2575	0
9248400	20	10	0	2.152	5	160	1012.2576	0
9252000	20	10	0	3.30	5	160	1012.2577	0
9255600	20	10	0	3.30	5	160	1012.2578	0
9259200	20	10	0	4.2460	5	160	1012.2579	0
9262800	20	10	0	4.2480	5	160	1012.2580	0
9266400	20	10	0	2.142	5	160	1012.2581	0
9270000	20	10	0	3.20	5	160	1012.2582	0
9273600	20	10	0	3.90	5	160	1012.2583	0
9277200	20	10	0	3.30	5	160	1012.2584	0
9280800	20	10	0	5.30	5	160	1012.2585	0
9284400	20	10	0	5.30	5	160	1012.2586	0
9288000	20	10	0	4.92	5	160	1012.2587	0
9291600	20	10	0	3.152	5	160	1012.2588	0
9295200	20	10	0	5.122	5	160	1012.2589	0
9298800	20	10	0	0.70	5	160	1012.2590	0
9302400	20	10	0	0.00	5	160	1012.2591	0
9306000	20	10	0	0.00	5	160	1012.2592	0
9309600	20	10	0	0.00	5	160	1012.2593	0
9313200	20	10	0	1.153	5	160	1012.2594	0
9316800	20	10	0	2.113	5	160	1012.2595	0
9320400	20	10	0	1.133	5	160	1012.2596	0
9324000	20	10	0	4.153	5	160	1012.2597	0
9327600	20	10	0	3.80	5	160	1012.2598	0
9331200	20	10	0	3.60	5	160	1012.2599	0
9334800	20	10	0	3.80	5	160	1012.2600	0
9338400	20	10	0	4.113	5	160	1012.2601	0
9342000	20	10	0	3.63	5	160	1012.2602	0
9345600	20	10	0	4.123	5	160	1012.2603	0
9349200	20	10	0	5.00	5	160	1012.2604	0
9352800	20	10	0	5.00	5	160	1012.2605	0
9356400	20	10	0	4.10000	5	160	1012.2606	0
9360000	20	10	0	4.10080	5	160	1012.2607	0
9363600	20	10	0	3.50	5	160	1012.2608	0
9367200	20	10	0	3.30	5	160	1012.2609	0
9370800	20	10	0	3.00	5	160	1012.2610	0
9374400	20	10	0	3.00	5	160	1012.2611	0
9378000	20	10	0	2.60	5	160	1012.2612	0
9381600	20	10	0	2.90	5	160	1012.2613	0
9385200	20	10	0	2.50	5	160	1012.2614	0
9388800	20	10	0	2.50	5	160	1012.2615	0
9392400	20	10	0	3.113	5	160	1012.2616	0
9396000	20	10	0	2.153	5	160	1012.2617	0
9399600	20	10	0	3.30	5	160	1012.2618	0
9403200	20	10	0	3.30	5	160	1012.2619	0
9406800	20	10	0	4.2500	5	160	1012.2620	0
9410400	20	10	0	4.2520	5	160	1012.2621	0
9414000	20	10	0	2.143	5	160	1012.2622	0
9417600	20	10	0	3.20	5	160	1012.2623	0
9421200	20	10	0	3.90	5	160	1012.2624	0
9424800	20	10	0	3.30	5	160	1012.2625	0
9428400	20	10	0	5.30	5	160	1012.2626	0
9432000	20	10	0	5.30	5	160	1012.2627	0
9435600	20	10	0	4.93	5	160	1012.2628	0
9439200	20	10	0	3.153	5	160	1012.2629	0
9442800	20	10	0	5.123	5	160	1012.2630	0
9446400	20	10	0	0.70	5	160	1012.2631	0
9450000	20	10	0	0.00	5	160	1012.2632	0
9453600	20	10	0	0.00	5	160	1012.2633	0
9457200	20	10	0	0.00	5	160	1012.2634	0
9460800	20	10	0	1.154	5	160	1012.2635	0
9464400	20	10	0	2.114	5	160	1012.2636	0
9468000	20	10	0	1.134	5	160	1012.2637	0
9471600	20	10	0	4.154	5	160	1012.2638	0
9475200	20	10	0	3.80	5	160	1012.2639	0
9478800	20	10	0	3.60	5	160	1012.2640	0
9482400	20	10	0	3.80	5	160	1012.2641	0
9486000	20	10	0	4.114	5	160	1012.2642	0
9489600	20	10	0	3.64	5	160	1012.2643	0
9493200	20	10	0	4.124	5	160	1012.2644	0
9496800	20	10	0	5.00	5	160	1012.2645	0
9500400	20	10	0	5.00	5	160	1012.2646	0
9504000	20	10	0	4.10160	5	160	1012.2647	0
9507600	20	10	0	4.10240	5	160	1012.2648	0
9511200	20	10	0	3.50	5	160	1012.2649	0
9514800	20	10	0	3.30	5	160	1012.2650	0
9518400	20	10	0	3.00	5	160	1012.2651	0
9522000	20	10	0	3.00	5	160	1012.2652	0
9525600	20	10	0	2.60	5	160	1012.2653	0
9529200	20	10	0	2.90	5	160	1012.2654	0
9532800	20	10	0	2.50	5	160	1012.2655	0
9536400	20	10	0	2.50	5	160	1012.2656	0
9540000	20	10	0	3.114	5	160	1012.2657	0
9543600	20	10	0	2.154	5	160	1012.2658	0
9547200	20	10	0	3.30	5	160	1012.2659	0
9550800	20	10	0	3.30	5	160	1012.2660	0
9554400	20	10	0	4.2540	5	160	1012.2661	0
9558000	20	10	0	4.2560	5	160	1012.2662	0
9561600	20	10	0	2.144	5	160	1012.2663	0
9565200	20	10	0	3.20	5	160	1012.2664	0
9568800	20	10	0	3.90	5	160	1012.2665	0
9572400	20	10	0	3.30	5	160	1012.2666	0
9576000	20	10	0	5.30	5	160	1012.2667	0
9579600	20	10	0	5.30	5	160	1012.2668	0
9583200	20	10	0	4.94	5	160	1012.2669	0
9586800	20	10	0	3.154	5	160	1012.2670	0
9590400	20	10	0	5.124	5	160	1012.2671	0
9594000	20	10	0	0.70	5	160	1012.2672	0
9597600	20	10	0	0.00	5	160	1012.2673	0
9601200	20	10	0	0.00	5	160	1012.2674	0
9604800	20	10	0	0.00	5	160	1012.2675	0
9608400	20	10	0	1.155	5	160	1012.2676	0
9612000	20	10	0	2.115	5	160	1012.2677	0
9615600	20	10	0	1.135	5	160	1012.2678	0
9619200	20	10	0	4.155	5	160	1012.2679	0
9622800	20	10	0	3.80	5	160	1012.2680	0
9626400	20	10	0	3.60	5	160	1012.2681	0
9630000	20	10	0	3.80	5	160	1012.2682	0
9633600	20	10	0	4.115	5	160	1012.2683	0
9637200	20	10	0	3.65	5	160	1012.2684	0
9640800	20	10	0	4.125	5	160	1012.2685	0
9644400	20	10	0	5.00	5	160	1012.2686	0
9648000	20	10	0	5.00	5	160	1012.2687	0
9651600	20	10	0	4.10320	5	160	1012.2688	0
9655200	20	10	0	4.10400	5	160	1012.2689	0
9658800	20	10	0	3.50	5	160	1012.2690	0
9662400	20	10	0	3.30	5	160	1012.2691	0
9666000	20	10	0	3.00	5	160	1012.2692	0
9669600	20	10	0	3.00	5	160	1012.2693	0
9673200	20	10	0	2.60	5	160	1012.2694	0
9676800	20	10	0	2.90	5	160	1012.2695	0
9680400	20	10	0	2.50	5	160	1012.2696	0
9684000	20	10	0	2.50	5	160	1012.2697	0
9687600	20	10	0	3.115	5	160	1012.2698	0
9691200	20	10	0	2.155	5	160	1012.2699	0
9694800	20	10	0	3.30	5	160	1012.2700	0
9698400	20	10	0	3.30	5	160	1012.2701	0
9702000	20	10	0	4.2580	5	160	1012.2702	0
9705600	20	10	0	4.2600	5	160	1012.2703	0
9709200	20	10	0	2.145	5	160	1012.2704	0
9712800	20	10	0	3.20	5	160	1012.2705	0
9716400	20	10	0	3.90	5	160	1012.2706	0
9720000	20	10	0	3.30	5	160	1012.2707	0
9723600	20	10	0	5.30	5	160	1012.2708	0
9727200	20	10	0	5.30	5	160	1012.2709	0
9730800	20	10	0	4.95	5	160	1012.2710	0
9734400	20	10	0	3.155	5	160	1012.2711	0
9738000	20	10	0	5.125	5	160	1012.2712	0
9741600	20	10	0	0.70	5	160	1012.2713	0
9745200	20	10	0	0.00	5	160	1012.2714	0
9748800	20	10	0	0.00	5	160	1012.2715	0
9752400	20	10	0	0.00	5	160	1012.2716	0
9756000	20	10	0	1.156	5	160	1012.2717	0
9759600	20	10	0	2.116	5	160	1012.2718	0
9763200	20	10	0	1.136	5	160	1012.2719	0
9766800	20	10	0	4.156	5	160	1012.2720	0
9770400	20	10	0	3.80	5	160	1012.2721	0
9774000	20	10	0	3.60	5	160	1012.2722	0
9777600	20	10	0	3.80	5	160	1012.2723	0
9781200	20	10	0	4.116	5	160	1012.2724	0
9784800	20	10	0	3.66	5	160	1012.2725	0
9788400	20	10	0	4.126	5	160	1012.2726	0
9792000	20	10	0	5.00	5	160	1012.2727	0
9795600	20	10	0	5.00	5	160	1012.2728	0
9799200	20	10	0	4.10480	5	160	1012.2729	0
9802800	20	10	0	4.10560	5	160	1012.2730	0
9806400	20	10	0	3.50	5	160	1012.2731	0
9810000	20	10	0	3.30	5	160	1012.2732	0
9813600	20	10	0	3.00	5	160	1012.2733	0
9817200	20	10	0	3.00	5	160	1012.2734	0
9820800	20	10	0	2.60	5	160	1012.2735	0
9824400	20	10	0	2.90	5	160	1012.2736	0
9828000	20	10	0	2.50	5	160	1012.2737	0
9831600	20	10	0	2.50	5	160	1012.2738	0
9835200	20	10	0	3.116	5	160	1012.2739	0
9838800	20	10	0	2.156	5	160	1012.2740	0
9842400	20	10	0	3.30	5	160	1012.2741	0
9846000	20	10	0	3.30	5	160	1012.2742	0
9849600	20	10	0	4.2620	5	160	1012.2743	0
9853200	20	10	0	4.2640	5	160	1012.2744	0
9856800	20	10	0	2.146	5	160	1012.2745	0
9860400	20	10	0	3.20	5	160	1012.2746	0
9864000	20	10	0	3.90	5	160	1012.2747	0
9867600	20	10	0	3.30	5	160	1012.2748	0
9871200	20	10	0	5.30	5	160	1012.2749	0
9874800	20	10	0	5.30	5	160	1012.2750	0
9878400	20	10	0	4.96	5	160	1012.2751	0
9882000	20	10	0	3.156	5	160	1012.2752	0
9885600	20	10	0	5.126	5	160	1012.2753	0
9889200	20	10	0	0.70	5	160	1012.2754	0
9892800	20	10	0	0.00	5	160	1012.2755	0
9896400	20	10	0	0.00	5	160	1012.2756	0
9900000	20	10	0	0.00	5	160	1012.2757	0
9903600	20	10	0	1.157	5	160	1012.2758	0
9907200	20	10	0	2.117	5	160	1012.2759	0
9910800	20	10	0	1.137	5	160	1012.2760	0
9914400	20	10	0	4.157	5	160	1012.2761	0
9918000	20	10	0	3.80	5	160	1012.2762	0
9921600	20	10	0	3.60	5	160	1012.2763	0
9925200	20	10	0	3.80	5	160	1012.2764	0
9928800	20	10	0	4.117	5	160	1012.2765	0
9932400	20	10	0	3.67	5	160	1012.2766	0
9936000	20	10	0	4.127	5	160	1012.2767	0
9939600	20	10	0	5.00	5	160	1012.2768	0
9943200	20	10	0	5.00	5	160	1012.2769	0
9946800	20	10	0	4.10640	5	160	1012.2770	0
9950400	20	10	0	4.10720	5	160	1012.2771	0
9954000	20	10	0	3.50	5	160	1012.2772	0
9957600	20	10	0	3.30	5	160	1012.2773	0
9961200	20	10	0	3.00	5	160	1012.2774	0
9964800	20	10	0	3.00	5	160	1012.2775	0
9968400	20	10	0	2.60	5	160	1012.2776	0
9972000	20	10	0	2.90	5	160	1012.2777	0
9975600	20	10	0	2.50	5	160	1012.2778	0
9979200	20	10	0	2.50	5	160	1012.2779	0
9982800	20	10	0	3.117	5	160	1012.2780	0
9986400	20	10	0	2.157	5	160	1012.2781	0
9990000	20	10	0	3.30	5	160	1012.2782	0
9993600	20	10	0	3.30	5	160	1012.2783	0
9997200	20	10	0	4.2660	5	160	1012.2784	0
10000800	20	10	0	4.2680	5	160	1012.2785	0
10004400	20	10	0	2.147	5	160	1012.2786	0
10008000	20	10	0	3.20	5	160	1012.2787	0
10011600	20	10	0	3.90	5	160	1012.2788	0
10015200	20	10	0	3.30	5	160	1012.2789	0
10018800	20	10	0	5.30	5	160	1012.2790	0
10022400	20	10	0	5.30	5	160	1012.2791	0
10026000	20	10	0	4.97	5	160	1012.2792	0
10029600	20	10	0	3.157	5	160	1012.2793	0
10033200	20	10	0	5.127	5	160	1012.2794	0
10036800	20	10	0	0.70	5	160	1012.2795	0
10040400	20	10	0	0.00	5	160	1012.2796	0
10044000	20	10	0	0.00	5	160	1012.2797	0
10047600	20	10	0	0.00	5	160	1012.2798	0
10051200	20	10	0	1.158	5	160	1012.2799	0
10054800	20	10	0	2.118	5	160	1012.2800	0
10058400	20	10	0	1.138	5	160	1012.2801	0
10062000	20	10	0	4.158	5	160	1012.2802	0
10065600	20	10	0	3.80	5	160	1012.2803	0
10069200	20	10	0	3.60	5	160	1012.2804	0
10072800	20	10	0	3.80	5	160	1012.2805	0
10076400	20	10	0	4.118	5	160	1012.2806	0
10080000	20	10	0	3.68	5	160	1012.2807	0
10083600	20	10	0	4.128	5	160	1012.2808	0
10087200	20	10	0	5.00	5	160	1012.2809	0
10090800	20	10	0	5.00	5	160	1012.2810	0
10094400	20	10	0	4.10800	5	160	1012.2811	0
10098000	20	10	0	4.10880	5	160	1012.2812	0
10101600	20	10	0	3.50	5	160	1012.2813	0
10105200	20	10	0	3.30	5	160	1012.2814	0
10108800	20	10	0	3.00	5	160	1012.2815	0
10112400	20	10	0	3.00	5	160	1012.2816	0
10116000	20	10	0	2.60	5	160	1012.2817	0
10119600	20	10	0	2.90	5	160	1012.2818	0
10123200	20	10	0	2.50	5	160	1012.2819	0
10126800	20	10	0	2.50	5	160	1012.2820	0
10130400	20	10	0	3.118	5	160	1012.2821	0
10134000	20	10	0	2.158	5	160	1012.2822	0
10137600	20	10	0	3.30	5	160	1012.2823	0
10141200	20	10	0	3.30	5	160	1012.2824	0
10144800	20	10	0	4.2700	5	160	1012.2825	0
10148400	20	10	0	4.2720	5	160	1012.2826	0
10152000	20	10	0	2.148	5	160	1012.2827	0
10155600	20	10	0	3.20	5	160	1012.2828	0
10159200	20	10	0	3.90	5	160	1012.2829	0
10162800	20	10	0	3.30	5	160	1012.2830	0
10166400	20	10	0	5.30	5	160	1012.2831	0
10170000	20	10	0	5.30	5	160	1012.2832	0
10173600	20	10	0	4.98	5	160	1012.2833	0
10177200	20	10	0	3.158	5	160	1012.2834	0
10180800	20	10	0	5.128	5	160	1012.2835	0
10184400	20	10	0	0.70	5	160	1012.2836	0
10188000	20	10	0	0.00	5	160	1012.2837	0
10191600	20	10	0	0.00	5	160	1012.2838	0
10195200	20	10	0	0.00	5	160	1012.2839	0
10198800	20	10	0	1.159	5	160	1012.2840	0
10202400	20	10	0	2.119	5	160	1012.2841	0
10206000	20	10	0	1.139	5	160	1012.2842	0
10209600	20	10	0	4.159	5	160	1012.2843	0
10213200	20	10	0	3.80	5	160	1012.2844	0
10216800	20	10	0	3.60	5	160	1012.2845	0
10220400	20	10	0	3.80	5	160	1012.2846	0
10224000	20	10	0	4.119	5	160	1012.2847	0
10227600	20	10	0	3.69	5	160	1012.2848	0
10231200	20	10	0	4.129	5	160	1012.2849	0
10234800	20	10	0	5.00	5	160	1012.2850	0
10238400	20	10	0	5.00	5	160	1012.2851	0
10242000	20	10	0	4.10960	5	160	1012.2852	0
10245600	20	10	0	4.11040	5	160	1012.2853	0
10249200	20	10	0	3.50	5	160	1012.2854	0
10252800	20	10	0	3.30	5	160	1012.2855	0
10256400	20	10	0	3.00	5	160	1012.2856	0
10260000	20	10	0	3.00	5	160	1012.2857	0
10263600	20	10	0	2.60	5	160	1012.2858	0
10267200	20	10	0	2.90	5	160	1012.2859	0
10270800	20	10	0	2.50	5	160	1012.2860	0
10274400	20	10	0	2.50	5	160	1012.2861	0
10278000	20	10	0	3.119	5	160	1012.2862	0
10281600	20	10	0	2.159	5	160	1012.2863	0
10285200	20	10	0	3.30	5	160	1012.2864	0
10288800	20	10	0	3.30	5	160	1012.2865	0
10292400	20	10	0	4.2740	5	160	1012.2866	0
10296000	20	10	0	4.2760	5	160	1012.2867	0
10299600	20	10	0	2.149	5	160	1012.2868	0
10303200	20	10	0	3.20	5	160	1012.2869	0
10306800	20	10	0	3.90	5	160	1012.2870	0
10310400	20	10	0	3.30	5	160	1012.2871	0
10314000	20	10	0	5.30	5	160	1012.2872	0
10317600	20	10	0	5.30	5	160	1012.2873	0
10321200	20	10	0	4.99	5	160	1012.2874	0
10324800	20	10	0	3.159	5	160	1012.2875	0
10328400	20	10	0	5.129	5	160	1012.2876	0
10332000	20	10	0	0.70	5	160	1012.2877	0
10335600	20	10	0	0.00	5	160	1012.2878	0
10339200	20	10	0	0.00	5	160	1012.2879	0
10342800	20	10	0	0.00	5	160	1012.2880	0
10346400	20	10	0	1.160	5	160	1012.2881	0
10350000	20	10	0	2.120	5	160	1012.2882	0
10353600	20	10	0	1.140	5	160	1012.2883	0
10357200	20	10	0	4.160	5	160	1012.2884	0
10360800	20	10	0	3.80	5	160	1012.2885	0
10364400	20	10	0	3.60	5	160	1012.2886	0
10368000	20	10	0	3.80	5	160	1012.2887	0
10371600	20	10	0	4.120	5	160	1012.2888	0
10375200	20	10	0	3.70	5	160	1012.2889	0
10378800	20	10	0	4.130	5	160	1012.2890	0
10382400	20	10	0	5.00	5	160	1012.2891	0
10386000	20	10	0	5.00	5	160	1012.2892	0
10389600	20	10	0	4.11120	5	160	1012.2893	0
10393200	20	10	0	4.11200	5	160	1012.2894	0
10396800	20	10	0	3.50	5	160	1012.2895	0
10400400	20	10	0	3.30	5	160	1012.2896	0
10404000	20	10	0	3.00	5	160	1012.2897	0
10407600	20	10	0	3.00	5	160	1012.2898	0
10411200	20	10	0	2.60	5	160	1012.2899	0
10414800	20	10	0	2.90	5	160	1012.2900	0
10418400	20	10	0	2.50	5	160	1012.2901	0
10422000	20	10	0	2.50	5	160	1012.2902	0
10425600	20	10	0	3.120	5	160	1012.2903	0
10429200	20	10	0	2.160	5	160	1012.2904	0
10432800	20	10	0	3.30	5	160	1012.2905	0
10436400	20	10	0	3.30	5	160	1012.2906	0
10440000	20	10	0	4.2780	5	160	1012.2907	0
10443600	20	10	0	4.2800	5	160	1012.2908	0
10447200	20	10	0	2.150	5	160	1012.2909	0
10450800	20	10	0	3.20	5	160	1012.2910	0
10454400	20	10	0	3.90	5	160	1012.2911	0
10458000	20	10	0	3.30	5	160	1012.2912	0
10461600	20	10	0	5.30	5	160	1012.2913	0
10465200	20	10	0	5.30	5	160	1012.2914	0
10468800	20	10	0	4.100	5	160	1012.2915	0
10472400	20	10	0	3.160	5	160	1012.2916	0
10476000	20	10	0	5.130	5	160	1012.2917	0
10479600	20	10	0	0.70	5	160	1012.2918	0
10483200	20	10	0	0.00	5	160	1012.2919	0
10486800	20	10	0	0.00	5	160	1012.2920	0
10490400	20	10	0	0.00	5	160	1012.2921	0
10494000	20	10	0	1.161	5	160	1012.2922	0
10497600	20	10	0	2.121	5	160	1012.2923	0
10501200	20	10	0	1.141	5	160	1012.2924	0
10504800	20	10	0	4.161	5	160	1012.2925	0
10508400	20	10	0	3.80	5	160	1012.2926	0
10512000	20	10	0	3.60	5	160	1012.2927	0
10515600	20	10	0	3.80	5	160	1012.2928	0
10519200	20	10	0	4.121	5	160	1012.2929	0
10522800	20	10	0	3.71	5	160	1012.2930	0
10526400	20	10	0	4.131	5	160	1012.2931	0
10530000	20	10	0	5.00	5	160	1012.2932	0
10533600	20	10	0	5.00	5	160	1012.2933	0
10537200	20	10	0	4.11280	5	160	1012.2934	0
10540800	20	10	0	4.11360	5	160	1012.2935	0
10544400	20	10	0	3.50	5	160	1012.2936	0
10548000	20	10	0	3.30	5	160	1012.2937	0
10551600	20	10	0	3.00	5	160	1012.2938	0
10555200	20	10	0	3.00	5	160	1012.2939	0
10558800	20	10	0	2.60	5	160	1012.2940	0
10562400	20	10	0	2.90	5	160	1012.2941	0
10566000	20	10	0	2.50	5	160	1012.2942	0
10569600	20	10	0	2.50	5	160	1012.2943	0
10573200	20	10	0	3.121	5	160	1012.2944	0
10576800	20	10	0	2.161	5	160	1012.2945	0
10580400	20	10	0	3.30	5	160	1012.2946	0
10584000	20	10	0	3.30	5	160	1012.2947	0
10587600	20	10	0	4.2820	5	160	1012.2948	0
10591200	20	10	0	4.2840	5	160	1012.2949	0
10594800	20	10	0	2.151	5	160	1012.2950	0
10598400	20	10	0	3.20	5	160	1012.2951	0
10602000	20	10	0	3.90	5	160	1012.2952	0
10605600	20	10	0	3.30	5	160	1012.2953	0
10609200	20	10	0	5.30	5	160	1012.2954	0
10612800	20	10	0	5.30	5	160	1012.2955	0
10616400	20	10	0	4.101	5	160	1012.2956	0
10620000	20	10	0	3.161	5	160	1012.2957	0
10623600	20	10	0	5.131	5	160	1012.2958	0
10627200	20	10	0	0.70	5	160	1012.2959	0
10630800	20	10	0	0.00	5	160	1012.2960	0
10634400	20	10	0	0.00	5	160	1012.2961	0
10638000	20	10	0	0.00	5	160	1012.2962	0
10641600	20	10	0	1.162	5	160	1012.2963	0
10645200	20	10	0	2.122	5	160	1012.2964	0
10648800	20	10	0	1.142	5	160	1012.2965	0
10652400	20	10	0	4.162	5	160	1012.2966	0
10656000	20	10	0	3.80	5	160	1012.2967	0
10659600	20	10	0	3.60	5	160	1012.2968	0
10663200	20	10	0	3.80	5	160	1012.2969	0
10666800	20	10	0	4.122	5	160	1012.2970	0
10670400	20	10	0	3.72	5	160	1012.2971	0
10674000	20	10	0	4.132	5	160	1012.2972	0
10677600	20	10	0	5.00	5	160	1012.2973	0
10681200	20	10	0	5.00	5	160	1012.2974	0
10684800	20	10	0	4.11440	5	160	1012.2975	0
10688400	20	10	0	4.11520	5	160	1012.2976	0
10692000	20	10	0	3.50	5	160	1012.2977	0
10695600	20	10	0	3.30	5	160	1012.2978	0
10699200	20	10	0	3.00	5	160	1012.2979	0
10702800	20	10	0	3.00	5	160	1012.2980	0
10706400	20	10	0	2.60	5	160	1012.2981	0
10710000	20	10	0	2.90	5	160	1012.2982	0
10713600	20	10	0	2.50	5	160	1012.2983	0
10717200	20	10	0	2.50	5	160	1012.2984	0
10720800	20	10	0	3.122	5	160	1012.2985	0
10724400	20	10	0	2.162	5	160	1012.2986	0
10728000	20	10	0	3.30	5	160	1012.2987	0
10731600	20	10	0	3.30	5	160	1012.2988	0
10735200	20	10	0	4.2860	5	160	1012.2989	0
10738800	20	10	0	4.2880	5	160	1012.2990	0
10742400	20	10	0	2.152	5	160	1012.2991	0
10746000	20	10	0	3.20	5	160	1012.2992	0
10749600	20	10	0	3.90	5	160	1012.2993	0
10753200	20	10	0	3.30	5	160	1012.2994	0
10756800	20	10	0	5.30	5	160	1012.2995	0
10760400	20	10	0	5.30	5	160	1012.2996	0
10764000	20	10	0	4.102	5	160	1012.2997	0
10767600	20	10	0	3.162	5	160	1012.2998	0
10771200	20	10	0	5.132	5	160	1012.2999	0
10774800	20	10	0	0.70	5	160	1012.3000	0
10778400	20	10	0	0.00	5	160	1012.3001	0
10782000	20	10	0	0.00	5	160	1012.3002	0
10785600	20	10	0	0.00	5	160	1012.3003	0
10789200	20	10	0	1.163	5	160	1012.3004	0
10792800	20	10	0	2.123	5	160	1012.3005	0
10796400	20	10	0	1.143	5	160	1012.3006	0
10800000	20	10	0	4.163	5	160	1012.3007	0
10803600	20	10	0	3.80	5	160	1012.3008	0
10807200	20	10	0	3.60	5	160	1012.3009	0
10810800	20	10	0	3.80	5	160	1012.3010	0
10814400	20	10	0	4.123	5	160	1012.3011	0
10818000	20	10	0	3.73	5	160	1012.3012	0
10821600	20	10	0	4.133	5	160	1012.3013	0
10825200	20	10	0	5.00	5	160	1012.3014	0
10828800	20	10	0	5.00	5	160	1012.3015	0
10832400	20	10	0	4.11600	5	160	1012.3016	0
10836000	20	10	0	4.11680	5	160	1012.3017	0
10839600	20	10	0	3.50	5	160	1012.3018	0
10843200	20	10	0	3.30	5	160	1012.3019	0
10846800	20	10	0	3.00	5	160	1012.3020	0
10850400	20	10	0	3.00	5	160	1012.3021	0
10854000	20	10	0	2.60	5	160	1012.3022	0
10857600	20	10	0	2.90	5	160	1012.3023	0
10861200	20	10	0	2.50	5	160	1012.3024	0
10864800	20	10	0	2.50	5	160	1012.3025	0
10868400	20	10	0	3.123	5	160	1012.3026	0
10872000	20	10	0	2.163	5	160	1012.3027	0
10875600	20	10	0	3.30	5	160	1012.3028	0
10879200	20	10	0	3.30	5	160	1012.3029	0
10882800	20	10	0	4.2900	5	160	1012.3030	0
10886400	20	10	0	4.2920	5	160	1012.3031	0
10890000	20	10	0	2.153	5	160	1012.3032	0
10893600	20	10	0	3.20	5	160	1012.3033	0
10897200	20	10	0	3.90	5	160	1012.3034	0
10900800	20	10	0	3.30	5	160	1012.3035	0
10904400	20	10	0	5.30	5	160	1012.3036	0
10908000	20	10	0	5.30	5	160	1012.3037	0
10911600	20	10	0	4.103	5	160	1012.3038	0
10915200	20	10	0	3.163	5	160	1012.3039	0
10918800	20	10	0	5.133	5	160	1012.3040	0
10922400	20	10	0	0.70	5	160	1012.3041	0
10926000	20	10	0	0.00	5	160	1012.3042	0
10929600	20	10	0	0.00	5	160	1012.3043	0
10933200	20	10	0	0.00	5	160	1012.3044	0
10936800	20	10	0	1.164	5	160	1012.3045	0
10940400	20	10	0	2.124	5	160	1012.3046	0
10944000	20	10	0	1.144	5	160	1012.3047	0
10947600	20	10	0	4.164	5	160	1012.3048	0
10951200	20	10	0	3.80	5	160	1012.3049	0
10954800	20	10	0	3.60	5	160	1012.3050	0
10958400	20	10	0	3.80	5	160	1012.3051	0
10962000	20	10	0	4.124	5	160	1012.3052	0
10965600	20	10	0	3.74	5	160	1012.3053	0
10969200	20	10	0	4.134	5	160	1012.3054	0
10972800	20	10	0	5.00	5	160	1012.3055	0
10976400	20	10	0	5.00	5	160	1012.3056	0
10980000	20	10	0	4.11760	5	160	1012.3057	0
10983600	20	10	0	4.11840	5	160	1012.3058	0
10987200	20	10	0	3.50	5	160	1012.3059	0
10990800	20	10	0	3.30	5	160	1012.3060	0
10994400	20	10	0	3.00	5	160	1012.3061	0
10998000	20	10	0	3.00	5	160	1012.3062	0
11001600	20	10	0	2.60	5	160	1012.3063	0
11005200	20	10	0	2.90	5	160	1012.3064	0
11008800	20	10	0	2.50	5	160	1012.3065	0
11012400	20	10	0	2.50	5	160	1012.3066	0
11016000	20	10	0	3.124	5	160	1012.3067	0
11019600	20	10	0	2.164	5	160	1012.3068	0
11023200	20	10	0	3.30	5	160	1012.3069	0
11026800	20	10	0	3.30	5	160	1012.3070	0
11030400	20	10	0	4.2940	5	160	1012.3071	0
11034000	20	10	0	4.2960	5	160	1012.3072	0
11037600	20	10	0	2.154	5	160	1012.3073	0
11041200	20	10	0	3.20	5	160	1012.3074	0
11044800	20	10	0	3.90	5	160	1012.3075	0
11048400	20	10	0	3.30	5	160	1012.3076	0
11052000	20	10	0	5.30	5	160	1012.3077	0
11055600	20	10	0	5.30	5	160	1012.3078	0
11059200	20	10	0	4.104	5	160	1012.3079	0
11062800	20	10	0	3.164	5	160	1012.3080	0
11066400	20	10	0	5.134	5	160	1012.3081	0
11070000	20	10	0	0.70	5	160	1012.3082	0
11073600	20	10	0	0.00	5	160	1012.3083	0
11077200	20	10	0	0.00	5	160	1012.3084	0
11080800	20	10	0	0.00	5	160	1012.3085	0
11084400	20	10	0	1.165	5	160	1012.3086	0
11088000	20	10	0	2.125	5	160	1012.3087	0
11091600	20	10	0	1.145	5	160	1012.3088	0
11095200	20	10	0	4.165	5	160	1012.3089	0
11098800	20	10	0	3.80	5	160	1012.3090	0
11102400	20	10	0	3.60	5	160	1012.3091	0
11106000	20	10	0	3.80	5	160	1012.3092	0
11109600	20	10	0	4.125	5	160	1012.3093	0
